age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
43, Private,432320, 10th,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,25,3,57, United-States, <=50K
21, Private,99051, Assoc-voc,13, Married-civ-spouse, Exec-managerial, Husband, White, Female,-80,7,40, United-States, <=50K
48, Self-emp-inc,182775, 7th-8th,11, Married-spouse-absent, Sales, Husband, White, Female,15490,7,75, United-States, >50K
33, Private,112955, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-10,4,43, United-States, <=50K
43, Without-pay,130724, Bachelors,14, Married-civ-spouse, Adm-clerical, Husband, Black, Male,-26,6,20, Ecuador, <=50K
47, Local-gov,269702, HS-grad,13, Married-civ-spouse, Tech-support, Husband, White, Male,31,4,40, United-States, >50K
39, ?,102000, 1st-4th,3, Married-civ-spouse, Sales, Husband, Black, Male,-38,-2,39, United-States, >50K
40, Self-emp-inc,449223, Assoc-acdm,15, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,79,2,18, United-States, <=50K
64, Self-emp-not-inc,188796, Bachelors,16, Never-married, Exec-managerial, Not-in-family, White, Male,-11,0,17, United-States, <=50K
30, Private,198768, HS-grad,8, Separated, Craft-repair, Not-in-family, White, Male,-6,-3,40, United-States, >50K
34, Local-gov,32501, HS-grad,13, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,52,2,40, United-States, <=50K
28, State-gov,142522, Assoc-acdm,5, Widowed, ?, Husband, White, Female,56,0,40, United-States, <=50K
33, State-gov,44239, HS-grad,5, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,-65,1,37, United-States, <=50K
36, Private,424359, Some-college,9, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,38,-2,50, United-States, >50K
34, Private,238473, Assoc-acdm,8, Married-civ-spouse, Craft-repair, Husband, White, Female,-9,1,24, United-States, <=50K
22, Private,141792, 11th,14, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,98,4,40, United-States, <=50K
36, Private,131994, HS-grad,8, Widowed, Craft-repair, Husband, White, Female,2684,-1,40, United-States, <=50K
24, Private,281576, Bachelors,8, Never-married, Other-service, Not-in-family, Black, Male,52,-2,31, United-States, <=50K
40, Private,173521, HS-grad,9, Divorced, ?, Husband, White, Male,-49,4,40, United-States, >50K
38, Self-emp-not-inc,158672, Masters,10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,74,-2,72, United-States, <=50K
41, Private,354061, Bachelors,4, Married-civ-spouse, Exec-managerial, Husband, White, Female,12,4,40, South, <=50K
39, Self-emp-not-inc,140660, HS-grad,8, Married-civ-spouse, ?, Wife, White, Male,7529,2,28, United-States, <=50K
49, Private,55427, HS-grad,10, Married-civ-spouse, ?, Not-in-family, White, Female,3,1,40, United-States, <=50K
32, Private,64957, Assoc-voc,10, Divorced, Machine-op-inspct, Own-child, White, Male,7632,3,39, United-States, <=50K
16, Private,73568, HS-grad,3, Never-married, Prof-specialty, Not-in-family, White, Male,100,3,20, United-States, <=50K
49, Private,224982, 7th-8th,3, Married-civ-spouse, Prof-specialty, Own-child, White, Male,1,1,58, United-States, <=50K
16, Private,130561, Masters,2, Never-married, Sales, Husband, White, Male,-86,0,39, United-States, <=50K
47, Self-emp-not-inc,89983, Bachelors,11, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,-22,3,39, United-States, <=50K
47, Private,139349, Bachelors,10, Never-married, Prof-specialty, Husband, White, Male,46,-1,40, United-States, >50K
47, Local-gov,278433, Masters,11, Married-civ-spouse, Sales, Wife, White, Male,-17,4,50, United-States, >50K
19, Federal-gov,131737, HS-grad,4, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,35,3,39, United-States, <=50K
19, ?,220053, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,53,-2,40, United-States, >50K
46, Never-worked,223692, Some-college,11, Divorced, Adm-clerical, Husband, White, Male,21,5,43, United-States, <=50K
38, Private,219116, HS-grad,8, Married-civ-spouse, Other-service, Not-in-family, White, Male,11,3,38, United-States, <=50K
52, Private,192859, Doctorate,3, Divorced, Craft-repair, Husband, White, Female,14,-1,39, United-States, <=50K
26, Federal-gov,195421, HS-grad,9, Married-civ-spouse, Exec-managerial, Own-child, White, Male,-2,4,40, United-States, <=50K
24, Local-gov,281948, 1st-4th,10, Widowed, Craft-repair, Husband, White, Male,14934,0,61, United-States, >50K
26, Local-gov,60769, HS-grad,10, Never-married, Other-service, Husband, Black, Male,-24,7,40, United-States, <=50K
22, Private,190422, Bachelors,12, Married-spouse-absent, Craft-repair, Husband, White, Male,-41,0,42, United-States, <=50K
27, ?,209082, Some-college,6, Never-married, Prof-specialty, Husband, White, Female,-121,3,49, United-States, <=50K
27, Private,37800, 7th-8th,14, Married-civ-spouse, ?, Own-child, Black, Female,-30,6,2, United-States, <=50K
40, Private,149790, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,-62,1,40, United-States, <=50K
32, Private,141378, Bachelors,7, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,18,0,40, United-States, >50K
25, Self-emp-inc,60981, Some-college,12, Never-married, Craft-repair, Not-in-family, White, Female,80,0,11, United-States, <=50K
45, Federal-gov,161031, Some-college,8, Never-married, Craft-repair, Husband, White, Male,14709,0,39, United-States, >50K
30, Local-gov,84668, Masters,8, Never-married, Other-service, Own-child, White, Male,-107,2444,73, United-States, <=50K
26, Private,85765, 10th,12, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,-63,4,40, United-States, <=50K
28, Private,59594, Some-college,0, Married-civ-spouse, ?, Husband, Other, Male,-77,3,56, United-States, <=50K
51, Private,133031, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Female,8,2,40, United-States, <=50K
41, Self-emp-not-inc,101890, Some-college,2, Never-married, Sales, Husband, White, Female,-96,0,40, United-States, >50K
56, Private,133131, HS-grad,5, Never-married, Prof-specialty, Husband, White, Female,-90,3,39, United-States, <=50K
58, Private,340775, Some-college,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,-105,7,15, United-States, <=50K
42, Private,312878, HS-grad,8, Never-married, Tech-support, Other-relative, White, Female,17,2174,39, United-States, <=50K
18, ?,126884, Preschool,9, Divorced, Prof-specialty, Not-in-family, Other, Male,71,1,31, Honduras, <=50K
33, Private,133668, HS-grad,15, Never-married, Sales, Not-in-family, White, Female,-59,0,23, Haiti, <=50K
43, Private,34061, Some-college,7, Married-civ-spouse, Sales, Wife, White, Male,-91,3,39, United-States, <=50K
26, Self-emp-not-inc,307691, 5th-6th,12, Married-AF-spouse, Exec-managerial, Husband, White, Female,45,-4,61, United-States, <=50K
44, Private,198757, Bachelors,8, Married-civ-spouse, Farming-fishing, Own-child, White, Male,53,2028,16, Hungary, <=50K
54, Private,188272, 5th-6th,10, Married-AF-spouse, Exec-managerial, Own-child, Black, Male,12872,5,59, United-States, <=50K
42, Private,183910, 10th,10, Never-married, Adm-clerical, Other-relative, White, Female,73,7,39, United-States, <=50K
38, Private,228398, Some-college,8, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,46,4,40, United-States, <=50K
43, Private,193568, Some-college,9, Widowed, Exec-managerial, Other-relative, White, Male,-58,1,40, United-States, <=50K
22, Private,170037, Assoc-voc,13, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,4214,2,63, United-States, <=50K
57, Private,344002, Assoc-voc,9, Never-married, Exec-managerial, Own-child, White, Female,53,0,39, United-States, <=50K
42, Private,25697, HS-grad,8, Divorced, Prof-specialty, Husband, Other, Male,21,4,40, United-States, <=50K
26, Local-gov,160259, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-73,1,63, Holand-Netherlands, <=50K
49, Private,276610, Bachelors,8, Married-civ-spouse, Sales, Wife, White, Female,-19,2,74, United-States, <=50K
57, Private,388769, HS-grad,10, Never-married, Farming-fishing, Own-child, Black, Male,60,0,40, United-States, >50K
51, Private,68718, 11th,9, Never-married, Other-service, Husband, White, Male,-75,3,40, United-States, >50K
28, ?,203233, 5th-6th,8, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,-10,5,40, United-States, <=50K
44, Private,143031, 11th,8, Never-married, Prof-specialty, Husband, White, Male,-103,3,10, United-States, <=50K
26, Private,166323, Some-college,10, Never-married, Exec-managerial, Husband, White, Male,6,1,23, United-States, <=50K
26, Private,384907, Bachelors,8, Never-married, ?, Own-child, White, Female,-74,1,48, United-States, >50K
23, Private,176164, Some-college,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,10,0,37, United-States, <=50K
32, Private,199515, Some-college,9, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,-2,0,40, United-States, <=50K
21, Private,242686, Bachelors,7, Divorced, Sales, Unmarried, White, Female,21,0,18, United-States, <=50K
28, Private,101117, Some-college,12, Divorced, Craft-repair, Not-in-family, White, Male,40,5,39, United-States, <=50K
32, Private,165751, Some-college,9, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,7546,0,102, Mexico, >50K
35, State-gov,208067, 1st-4th,12, Never-married, Craft-repair, Wife, White, Male,25,0,62, United-States, >50K
29, Private,190084, HS-grad,9, Divorced, Transport-moving, Other-relative, Amer-Indian-Eskimo, Male,91,-4,39, United-States, >50K
49, Private,72702, 7th-8th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,-27,2116,39, United-States, <=50K
21, Private,383889, 5th-6th,9, Widowed, Craft-repair, Own-child, White, Female,0,3,39, Poland, <=50K
51, Private,392127, HS-grad,8, Married-civ-spouse, Other-service, Not-in-family, White, Male,-57,0,40, United-States, >50K
51, Private,207661, Masters,14, Never-married, Priv-house-serv, Husband, White, Male,-25,6,34, United-States, <=50K
42, ?,185088, HS-grad,8, Never-married, Handlers-cleaners, Husband, Black, Male,24,-4,25, United-States, <=50K
22, Self-emp-not-inc,157316, Assoc-voc,9, Married-civ-spouse, Adm-clerical, Wife, White, Male,55,3,39, United-States, <=50K
22, ?,86541, HS-grad,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,3301,5,39, United-States, <=50K
76, Private,210773, 5th-6th,6, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,-17,0,30, United-States, <=50K
36, Private,323683, Assoc-acdm,8, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,15744,0,40, United-States, <=50K
35, Private,204828, 11th,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,2704,4,47, United-States, <=50K
31, Private,220668, Bachelors,9, Divorced, Exec-managerial, Husband, Other, Male,47,-2,45, United-States, <=50K
43, Private,178779, HS-grad,9, Married-civ-spouse, Other-service, Not-in-family, White, Female,83,1,40, United-States, <=50K
45, Private,35795, HS-grad,11, Married-civ-spouse, Exec-managerial, Own-child, White, Male,-48,3,39, United-States, <=50K
41, Private,61878, Doctorate,12, Married-civ-spouse, Craft-repair, Husband, Other, Female,-96,2,50, United-States, <=50K
29, Private,463183, 10th,7, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,32,2,40, United-States, >50K
32, Private,199017, Doctorate,9, Married-civ-spouse, Craft-repair, Husband, White, Female,7371,8,39, United-States, <=50K
47, State-gov,177622, Masters,13, Never-married, Other-service, Husband, White, Male,42,1,39, United-States, <=50K
23, Private,209148, Bachelors,10, Never-married, Adm-clerical, Husband, White, Female,-49,3,40, United-States, <=50K
53, Private,41877, HS-grad,9, Divorced, Sales, Husband, White, Female,-69,2,31, United-States, <=50K
31, Private,168860, Masters,8, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,39, United-States, <=50K
27, State-gov,116918, 9th,10, Separated, Craft-repair, Husband, White, Female,-21,6,49, United-States, <=50K
70, Private,196081, Bachelors,10, Married-civ-spouse, Craft-repair, Husband, White, Female,127,3,45, United-States, <=50K
26, Private,239543, HS-grad,14, Married-civ-spouse, Priv-house-serv, Own-child, White, Female,-29,2357,18, United-States, >50K
35, Self-emp-not-inc,255571, Assoc-voc,9, Married-spouse-absent, Exec-managerial, Other-relative, White, Male,12,4,39, United-States, <=50K
27, Private,42122, Some-college,9, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,17,4,39, United-States, <=50K
20, ?,151062, 1st-4th,8, Married-civ-spouse, Protective-serv, Husband, White, Male,71,5,39, United-States, >50K
29, Self-emp-not-inc,169204, 10th,9, Married-civ-spouse, Other-service, Unmarried, White, Male,2,3,18, United-States, <=50K
22, Local-gov,163948, HS-grad,8, Married-civ-spouse, Other-service, Husband, White, Female,2910,-3,53, United-States, >50K
46, Private,51824, Assoc-voc,10, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,-17,6,40, United-States, >50K
60, Self-emp-not-inc,537232, Some-college,9, Never-married, Machine-op-inspct, Husband, Black, Male,-39,2,42, United-States, >50K
33, Private,37083, Assoc-voc,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,-28,-3,39, United-States, <=50K
23, Private,309169, 1st-4th,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,-74,1,19, United-States, >50K
40, Local-gov,75826, Masters,8, Married-spouse-absent, Exec-managerial, Husband, White, Male,36,4,35, Columbia, <=50K
23, Private,132739, Bachelors,9, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,63,0,57, United-States, <=50K
43, Private,200148, HS-grad,9, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,-110,-2,49, United-States, <=50K
31, Private,101403, 1st-4th,5, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,-49,4,39, United-States, >50K
35, Private,180023, HS-grad,14, Separated, Prof-specialty, Not-in-family, Black, Male,-41,1,40, United-States, <=50K
39, Never-worked,403372, Masters,13, Widowed, Other-service, Other-relative, White, Female,-61,5,45, Jamaica, >50K
63, Self-emp-not-inc,231519, Some-college,9, Married-civ-spouse, Prof-specialty, Own-child, White, Male,7740,0,31, United-States, <=50K
37, State-gov,216381, HS-grad,8, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,-82,4,40, United-States, <=50K
20, Private,35887, 9th,8, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,-52,6,50, United-States, <=50K
47, Self-emp-inc,181670, Some-college,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,-43,2294,39, United-States, <=50K
33, Private,201899, 1st-4th,4, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,29,3,78, United-States, <=50K
55, Private,227564, Assoc-acdm,9, Never-married, Exec-managerial, Own-child, White, Male,-1,1931,30, United-States, <=50K
19, Private,549566, HS-grad,6, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,-7,-2,36, Mexico, >50K
46, Private,92940, HS-grad,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,-23,0,40, Hong, <=50K
50, State-gov,221251, HS-grad,6, Separated, Adm-clerical, Not-in-family, White, Female,48,1,51, United-States, <=50K
42, Private,316765, 5th-6th,11, Never-married, Other-service, Unmarried, White, Male,-7,-1,40, United-States, <=50K
54, Private,169096, Some-college,13, Divorced, Craft-repair, Own-child, White, Male,-35,4,39, United-States, <=50K
39, Private,207980, Some-college,15, Never-married, Protective-serv, Own-child, White, Female,6942,0,17, Vietnam, >50K
35, Local-gov,185152, Preschool,12, Never-married, Tech-support, Unmarried, Black, Male,48,1,40, United-States, <=50K
50, Private,196464, Bachelors,9, Never-married, Craft-repair, Husband, White, Female,-1,-2,49, Greece, <=50K
31, Private,141288, Assoc-acdm,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-29,2,40, United-States, >50K
56, Private,148230, Bachelors,12, Never-married, Exec-managerial, Husband, White, Male,39,6,34, ?, <=50K
56, Local-gov,212279, Masters,8, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,-1,45, United-States, <=50K
27, Private,329737, HS-grad,7, Married-civ-spouse, Tech-support, Own-child, Other, Male,14643,0,39, United-States, <=50K
31, State-gov,239978, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,11,1,40, Cambodia, <=50K
33, Local-gov,153681, HS-grad,6, Married-civ-spouse, Other-service, Husband, White, Male,-26,1,39, United-States, <=50K
41, Private,204073, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,64, United-States, <=50K
58, State-gov,282083, HS-grad,8, Married-spouse-absent, Adm-clerical, Wife, White, Male,29,-1,65, United-States, >50K
22, Private,200597, HS-grad,4, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,-46,1,40, United-States, <=50K
44, Self-emp-not-inc,36536, Bachelors,13, Separated, Machine-op-inspct, Husband, White, Male,3245,0,39, Portugal, <=50K
39, Private,146825, HS-grad,11, Separated, Prof-specialty, Unmarried, White, Male,7364,2657,52, United-States, <=50K
43, Private,208049, 5th-6th,11, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,-6,5,48, United-States, <=50K
44, Private,607324, Bachelors,9, Separated, Tech-support, Husband, White, Female,-98,1,40, United-States, <=50K
54, Private,278162, Bachelors,4, Divorced, ?, Unmarried, White, Male,-51,5,43, United-States, >50K
45, Local-gov,201096, HS-grad,8, Married-civ-spouse, Tech-support, Husband, White, Female,10,-1,32, United-States, <=50K
50, Local-gov,295917, Some-college,13, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Male,-13,-1,37, United-States, <=50K
50, Private,185955, HS-grad,13, Widowed, Prof-specialty, Husband, Black, Male,-43,-2,43, United-States, <=50K
55, ?,68749, Some-college,8, Married-civ-spouse, Other-service, Husband, Black, Female,-39,1,40, Ireland, <=50K
48, Local-gov,479608, Some-college,3, Divorced, Farming-fishing, Own-child, White, Female,110,0,38, United-States, <=50K
59, Private,157158, Masters,9, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,-112,3,4, United-States, >50K
29, Private,171248, 10th,15, Married-spouse-absent, ?, Husband, White, Female,64,-1,39, Japan, >50K
43, Private,18168, Some-college,9, Married-spouse-absent, Exec-managerial, Own-child, Asian-Pac-Islander, Male,-106,1,25, United-States, <=50K
37, Local-gov,224331, 11th,9, Married-spouse-absent, Priv-house-serv, Husband, White, Male,-8,0,50, United-States, <=50K
60, Private,130211, Masters,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,-11,4,38, Nicaragua, <=50K
39, Private,230630, HS-grad,12, Never-married, Other-service, Husband, White, Female,22,3,40, United-States, <=50K
17, State-gov,165355, Some-college,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,4,5,40, United-States, <=50K
26, Private,321475, Preschool,9, Never-married, Prof-specialty, Husband, Other, Female,13,2,39, United-States, <=50K
51, Private,149621, Some-college,5, Married-civ-spouse, Other-service, Not-in-family, White, Female,58,1760,81, United-States, <=50K
36, Private,111475, 10th,10, Never-married, Exec-managerial, Husband, White, Male,-46,0,40, United-States, <=50K
46, Private,299242, HS-grad,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,34,-1,30, United-States, >50K
41, Private,183007, Some-college,12, Never-married, Machine-op-inspct, Husband, White, Female,16,-3,47, United-States, <=50K
43, Self-emp-not-inc,144476, Some-college,6, Widowed, Sales, Husband, Asian-Pac-Islander, Male,-31,4,61, United-States, <=50K
31, Local-gov,225931, Masters,4, Never-married, Prof-specialty, Other-relative, White, Female,-32,0,75, United-States, <=50K
29, Private,217917, Bachelors,10, Never-married, Exec-managerial, Own-child, White, Male,-17,3,39, United-States, <=50K
36, Private,138669, Masters,7, Never-married, Farming-fishing, Unmarried, White, Male,-43,2,39, United-States, >50K
39, Private,208402, HS-grad,10, Married-civ-spouse, Transport-moving, Wife, White, Male,54,2,38, United-States, >50K
42, ?,211233, Preschool,9, Widowed, ?, Husband, Asian-Pac-Islander, Male,73,3,40, United-States, <=50K
37, Self-emp-inc,131757, Assoc-voc,9, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,3309,0,40, United-States, <=50K
18, Self-emp-not-inc,192667, Some-college,13, Divorced, Other-service, Not-in-family, Black, Female,-101,4,37, United-States, <=50K
60, Private,315062, Bachelors,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,-7,2,21, United-States, <=50K
31, Private,68670, Bachelors,12, Never-married, Sales, Husband, White, Male,-109,0,54, United-States, >50K
19, Private,200428, Masters,8, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,-28,3,25, United-States, <=50K
58, Private,215170, 11th,10, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,11,2,39, Hong, >50K
41, Private,16136, Masters,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,47,0,40, United-States, <=50K
21, Private,101387, Assoc-voc,9, Never-married, Armed-Forces, Not-in-family, White, Male,59,0,40, Greece, <=50K
49, ?,163543, HS-grad,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,6196,-2,40, United-States, <=50K
43, Private,247725, HS-grad,9, Divorced, Adm-clerical, Husband, White, Male,-63,7,45, United-States, <=50K
33, Without-pay,137723, Some-college,14, Never-married, Machine-op-inspct, Husband, White, Female,-60,4,30, Dominican-Republic, <=50K
15, Private,119173, 7th-8th,4, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,-54,-2,40, India, <=50K
37, Private,203070, Bachelors,9, Never-married, Handlers-cleaners, Not-in-family, Black, Female,-46,1,40, United-States, >50K
